file	format	type	num_seqs	sum_len	min_len	avg_len	max_len	Q1	Q2	Q3	sum_gap	N50	N50_num	Q20(%)	Q30(%)	AvgQual	GC(%)	sum_n
SRR5098520.1.fastq.gz	FASTQ	DNA	34804	8526990	244	245.0	246	245.0	245.0	245.0	0	245	2	79.61	70.92	10.05	44.97	5
SRR5098521.1.fastq.gz	FASTQ	DNA	29455	7216490	245	245.0	247	245.0	245.0	245.0	0	245	3	79.81	70.17	10.10	52.93	2
SRR5098522.1.fastq.gz	FASTQ	DNA	1758	430725	245	245.0	250	245.0	245.0	245.0	0	245	2	86.69	77.59	12.55	51.06	2
SRR5098523.1.fastq.gz	FASTQ	DNA	26909	6593756	245	245.0	249	245.0	245.0	245.0	0	245	3	86.63	77.22	12.59	57.15	357
SRR5098524.1.fastq.gz	FASTQ	DNA	29710	5793488	194	195.0	220	195.0	195.0	195.0	0	195	5	96.40	93.02	18.90	56.18	0
SRR5098526.1.fastq.gz	FASTQ	DNA	38995	9556667	244	245.1	250	245.0	245.0	245.0	0	245	3	78.17	68.72	9.69	52.34	6
SRR5098527.1.fastq.gz	FASTQ	DNA	34926	8556881	245	245.0	247	245.0	245.0	245.0	0	245	3	76.47	66.28	9.26	59.47	7
SRR5098529.1.fastq.gz	FASTQ	DNA	11255	2757477	245	245.0	246	245.0	245.0	245.0	0	245	2	76.06	65.84	9.28	59.47	1
SRR5098531.1.fastq.gz	FASTQ	DNA	5126	1255871	245	245.0	246	245.0	245.0	245.0	0	245	2	79.31	70.30	9.91	56.25	1
SRR5098533.1.fastq.gz	FASTQ	DNA	22766	4439439	195	195.0	220	195.0	195.0	195.0	0	195	5	97.19	94.47	20.18	51.17	0
SRR5098534.1.fastq.gz	FASTQ	DNA	55322	13558584	244	245.1	270	245.0	245.0	245.0	0	245	7	76.33	66.15	9.29	57.45	11
SRR5098535.1.fastq.gz	FASTQ	DNA	14297	3502771	245	245.0	246	245.0	245.0	245.0	0	245	2	85.37	76.75	12.10	44.75	213
SRR5098536.1.fastq.gz	FASTQ	DNA	16334	4001839	245	245.0	250	245.0	245.0	245.0	0	245	3	85.89	76.44	12.24	57.43	224
SRR5098537.1.fastq.gz	FASTQ	DNA	8556	2096220	245	245.0	245	245.0	245.0	245.0	0	245	1	86.66	77.95	12.58	51.96	19
SRR5098538.1.fastq.gz	FASTQ	DNA	9172	2247144	244	245.0	246	245.0	245.0	245.0	0	245	2	79.47	69.96	10.08	43.87	0
SRR5098539.1.fastq.gz	FASTQ	DNA	69131	16937612	245	245.0	250	245.0	245.0	245.0	0	245	4	79.47	69.54	10.00	50.96	16
SRR5098540.1.fastq.gz	FASTQ	DNA	19091	4686447	245	245.5	247	245.0	245.0	246.0	0	245	3	77.35	67.19	9.50	56.28	1
SRR5098541.1.fastq.gz	FASTQ	DNA	42624	10442900	245	245.0	247	245.0	245.0	245.0	0	245	3	81.57	71.85	10.65	43.63	4
SRR5098542.1.fastq.gz	FASTQ	DNA	5455	1345374	245	246.6	249	245.0	245.0	249.0	0	245	3	87.93	79.83	12.88	49.50	178
SRR5098543.1.fastq.gz	FASTQ	DNA	16062	3937374	245	245.1	249	245.0	245.0	245.0	0	245	3	85.65	76.20	12.18	54.76	140
SRR5098544.1.fastq.gz	FASTQ	DNA	18377	4502360	238	245.0	246	245.0	245.0	245.0	0	245	2	80.36	71.08	10.23	48.52	5
SRR5098545.1.fastq.gz	FASTQ	DNA	2811	688696	245	245.0	246	245.0	245.0	245.0	0	245	2	84.76	76.27	11.89	43.48	59
SRR5098546.1.fastq.gz	FASTQ	DNA	10855	2659483	245	245.0	247	245.0	245.0	245.0	0	245	3	79.21	68.89	9.98	49.24	8
SRR5098547.1.fastq.gz	FASTQ	DNA	435	106576	245	245.0	246	245.0	245.0	245.0	0	245	2	82.67	73.79	11.20	41.82	0
SRR5098548.1.fastq.gz	FASTQ	DNA	41321	10123671	244	245.0	250	245.0	245.0	245.0	0	245	3	85.77	76.68	12.18	54.63	580
SRR5098549.1.fastq.gz	FASTQ	DNA	32448	7950302	244	245.0	246	245.0	245.0	245.0	0	245	2	100.00	100.00	30.00	54.07	6
SRR5098550.1.fastq.gz		DNA	0	0	0	0.0	0	0.0	0.0	0.0	0	0	0	0.00	0.00	0.00	0.00	0
SRR5098551.1.fastq.gz	FASTQ	DNA	5352	1311241	245	245.0	246	245.0	245.0	245.0	0	245	2	80.19	71.32	10.18	51.69	0
SRR5098554.1.fastq.gz	FASTQ	DNA	8246	2020282	245	245.0	249	245.0	245.0	245.0	0	245	4	84.70	76.24	11.82	44.56	16
SRR5098555.1.fastq.gz	FASTQ	DNA	38645	7535802	195	195.0	196	195.0	195.0	195.0	0	195	2	96.30	93.06	18.78	55.83	0
SRR5098556.1.fastq.gz	FASTQ	DNA	1153	282485	245	245.0	245	245.0	245.0	245.0	0	245	1	77.66	67.48	9.52	50.48	0
SRR5098557.1.fastq.gz	FASTQ	DNA	20199	4948764	245	245.0	246	245.0	245.0	245.0	0	245	2	78.49	68.99	9.74	52.43	6
SRR5098558.1.fastq.gz	FASTQ	DNA	26700	6541536	244	245.0	270	245.0	245.0	245.0	0	245	4	78.47	68.37	9.73	53.49	4
SRR5098559.1.fastq.gz	FASTQ	DNA	55685	13668029	244	245.5	249	245.0	245.0	245.0	0	245	3	78.29	68.89	9.72	48.64	13
SRR5098560.1.fastq.gz	FASTQ	DNA	60893	14918806	245	245.0	246	245.0	245.0	245.0	0	245	2	79.64	71.26	10.06	43.18	8
