"","Observed","Chao1","se.chao1","ACE","se.ACE","Shannon","Simpson","InvSimpson","Fisher"
"SRR5098576",8,8,0,NA,NA,1.59446355624049,0.717212191611323,3.53622034025439,0.877915376512728
"SRR5098577",2,2,0,NA,NA,0.412004228131664,0.246404584705853,1.32697197953318,0.194028433937738
"SRR5098578",3,3,0,NA,NA,0.809271996840238,0.518897424328001,2.07855881586834,0.330296552433487
"SRR5098579",14,14,0,NA,NA,2.47057155512947,0.904976149054246,10.5236736887338,1.44644791095768
"SRR5098581",4,4,0,NA,NA,0.820840813559445,0.41900008457063,1.72117064640359,0.360366833547512
"SRR5098582",15,15,0,NA,NA,0.529004434791327,0.210031963296669,1.26587400190667,1.39880805080726
"SRR5098583",5,5,0,NA,NA,0.271156736131383,0.100038917239024,1.11115915916288,0.447567077939653
"SRR5098584",6,6,0,NA,NA,1.43395080938351,0.722296266853108,3.60095987428102,0.574867743532797
"SRR5098586",10,10,0,NA,NA,2.02548759963025,0.834797234003731,6.05316741502128,1.02674069777298
"SRR5098588",6,6,0,NA,NA,0.75179184831715,0.318411235461927,1.4671603348358,0.61632409789633
"SRR5098589",7,7,0,NA,NA,1.16291991944677,0.518441478725175,2.07659081050567,0.67712211266259
"SRR5098590",6,6,0,NA,NA,0.776672353980862,0.367133228767194,1.58011140014829,0.600942916115775
"SRR5098591",4,4,0,NA,NA,1.32622723064332,0.718580886771722,3.55341891504304,0.431361129588292
"SRR5098592",5,5,0,NA,NA,1.31356607647089,0.67673132164402,3.09340207373512,0.614031021327435
"SRR5098593",17,17,0,NA,NA,1.87375050245075,0.701129451178599,3.34593021608689,1.70920081050487
"SRR5098594",3,3,0,NA,NA,1.0581484295092,0.641773639551959,2.79153102733501,0.3132311275398
"SRR5098595",9,9,0,NA,NA,1.57578897422154,0.685152014884592,3.1761359363105,0.990077394079171
"SRR5098596",5,5,0,NA,NA,0.662952537988702,0.303085757562892,1.43489677654312,0.48905321291154
"SRR5098597",4,4,0,NA,NA,1.20550054687896,0.668650479220222,3.01796120799167,0.365369727037195
"SRR5098598",6,6,0,NA,NA,0.823810445552584,0.440496009190424,1.78729734984204,0.525147949134665
"SRR5098599",5,5,0,NA,NA,1.36233688694509,0.677670809318659,3.10241836268752,0.497899727781474
"SRR5098600",10,10,0,NA,NA,0.48594271713984,0.173298186735566,1.20962599084095,0.941851741161254
